4 , 23/10/2012 04:45:07:400 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101290701Default Amount :3542.0
4 , 23/10/2012 04:45:34:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102253801Default Amount :5813.0
4 , 23/10/2012 04:45:34:950 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:34:950 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:34:997 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:34:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090180401Oustanding Amount :25000.0
4 , 23/10/2012 04:45:34:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090180401Approved Application Amount :25000.0
4 , 23/10/2012 04:45:34:997 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:34:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090180401Claim Applied Amount :21250.0
4 , 23/10/2012 04:45:35:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080221701Oustanding Amount :239435.0
4 , 23/10/2012 04:45:35:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090180401Recovered Amount :0.0
4 , 23/10/2012 04:45:35:012 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080221701Approved Application Amount :248000.0
4 , 23/10/2012 04:45:35:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090180401Default Amount :23382.0
4 , 23/10/2012 04:45:35:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110009901Oustanding Amount :487908.0
4 , 23/10/2012 04:45:35:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080221701Claim Applied Amount :186000.0
4 , 23/10/2012 04:45:35:028 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110009901Approved Application Amount :500000.0
4 , 23/10/2012 04:45:35:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080221701Recovered Amount :0.0
4 , 23/10/2012 04:45:35:028 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110009901Claim Applied Amount :375000.0
4 , 23/10/2012 04:45:35:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080221701Default Amount :72898.0
4 , 23/10/2012 04:45:35:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110009901Recovered Amount :0.0
4 , 23/10/2012 04:45:35:028 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110009901Default Amount :76697.0
4 , 23/10/2012 04:45:35:028 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:044 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:044 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:090 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:090 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229301Oustanding Amount :4420.45
4 , 23/10/2012 04:45:35:090 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229301Approved Application Amount :10000.0
4 , 23/10/2012 04:45:35:090 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229301Claim Applied Amount :3573.0
4 , 23/10/2012 04:45:35:106 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229301Recovered Amount :0.0
4 , 23/10/2012 04:45:35:106 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090229301Default Amount :25000.0
4 , 23/10/2012 04:45:35:106 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:106 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:106 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:122 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101326001Oustanding Amount :180000.0
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110009601Oustanding Amount :300948.0
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101326001Approved Application Amount :190000.0
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110009601Approved Application Amount :329000.0
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101326001Claim Applied Amount :180001.0
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110009601Claim Applied Amount :323931.0
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101326001Recovered Amount :0.0
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110009601Recovered Amount :0.0
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101326001Default Amount :239435.0
4 , 23/10/2012 04:45:35:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110009601Default Amount :487908.0
4 , 23/10/2012 04:45:35:137 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:137 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:137 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:137 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:168 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091200801Oustanding Amount :60000.0
4 , 23/10/2012 04:45:35:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091200801Approved Application Amount :60000.0
4 , 23/10/2012 04:45:35:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091200801Claim Applied Amount :51000.0
4 , 23/10/2012 04:45:35:184 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091200801Recovered Amount :0.0
4 , 23/10/2012 04:45:35:200 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091200801Default Amount :4420.45
4 , 23/10/2012 04:45:35:200 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:200 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:200 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:200 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090484701Oustanding Amount :3982638.0
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090484701Approved Application Amount :4700000.0
4 , 23/10/2012 04:45:35:215 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090484701Claim Applied Amount :2986978.0
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100684801Oustanding Amount :154147.0
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090484701Recovered Amount :0.0
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100684801Approved Application Amount :175000.0
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090484701Default Amount :180000.0
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100684801Claim Applied Amount :147147.0
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100684801Recovered Amount :0.0
4 , 23/10/2012 04:45:35:215 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:215 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100684801Default Amount :300948.0
4 , 23/10/2012 04:45:35:231 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:231 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:262 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995601Oustanding Amount :50000.0
4 , 23/10/2012 04:45:35:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995601Approved Application Amount :50000.0
4 , 23/10/2012 04:45:35:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995601Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:35:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995601Recovered Amount :0.0
4 , 23/10/2012 04:45:35:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995601Default Amount :60000.0
4 , 23/10/2012 04:45:35:262 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:262 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:293 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:293 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090860901Oustanding Amount :954666.0
4 , 23/10/2012 04:45:35:293 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090860901Approved Application Amount :1093000.0
4 , 23/10/2012 04:45:35:293 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:293 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090860901Claim Applied Amount :660201.0
4 , 23/10/2012 04:45:35:293 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110054501Oustanding Amount :49933.0
4 , 23/10/2012 04:45:35:309 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090860901Recovered Amount :0.0
4 , 23/10/2012 04:45:35:309 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110054501Approved Application Amount :50000.0
4 , 23/10/2012 04:45:35:309 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090860901Default Amount :3982638.0
4 , 23/10/2012 04:45:35:309 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110054501Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:35:309 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:324 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110054501Recovered Amount :0.0
4 , 23/10/2012 04:45:35:324 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:324 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110054501Default Amount :154147.0
4 , 23/10/2012 04:45:35:324 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:324 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:340 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100263201Oustanding Amount :1000000.0
4 , 23/10/2012 04:45:35:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100263201Approved Application Amount :1000000.0
4 , 23/10/2012 04:45:35:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100263201Claim Applied Amount :1000000.0
4 , 23/10/2012 04:45:35:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100263201Recovered Amount :0.0
4 , 23/10/2012 04:45:35:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100263201Default Amount :50000.0
4 , 23/10/2012 04:45:35:340 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:340 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:387 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090033701Oustanding Amount :339540.0
4 , 23/10/2012 04:45:35:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090033701Approved Application Amount :347000.0
4 , 23/10/2012 04:45:35:387 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090033701Claim Applied Amount :347000.0
4 , 23/10/2012 04:45:35:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100569201Oustanding Amount :84000.0
4 , 23/10/2012 04:45:35:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090033701Recovered Amount :0.0
4 , 23/10/2012 04:45:35:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100569201Approved Application Amount :84000.0
4 , 23/10/2012 04:45:35:402 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090033701Default Amount :954666.0
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100569201Claim Applied Amount :71400.0
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219601Oustanding Amount :30000.0
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100569201Recovered Amount :0.0
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219601Approved Application Amount :30000.0
4 , 23/10/2012 04:45:35:418 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100569201Default Amount :49933.0
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219601Claim Applied Amount :25500.0
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219601Recovered Amount :0.0
4 , 23/10/2012 04:45:35:418 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219601Default Amount :1000000.0
4 , 23/10/2012 04:45:35:418 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:418 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:480 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080242101Oustanding Amount :41000.0
4 , 23/10/2012 04:45:35:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080242101Approved Application Amount :41000.0
4 , 23/10/2012 04:45:35:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080242101Claim Applied Amount :40902.0
4 , 23/10/2012 04:45:35:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080242101Recovered Amount :0.0
4 , 23/10/2012 04:45:35:496 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080242101Default Amount :339540.0
4 , 23/10/2012 04:45:35:496 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:496 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:496 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:496 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA100046001Oustanding Amount :8500000.0
4 , 23/10/2012 04:45:35:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291101Oustanding Amount :25000.0
4 , 23/10/2012 04:45:35:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA100046001Approved Application Amount :8500000.0
4 , 23/10/2012 04:45:35:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291101Approved Application Amount :25000.0
4 , 23/10/2012 04:45:35:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA100046001Claim Applied Amount :6800000.0
4 , 23/10/2012 04:45:35:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291101Claim Applied Amount :21250.0
4 , 23/10/2012 04:45:35:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA100046001Recovered Amount :0.0
4 , 23/10/2012 04:45:35:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291101Recovered Amount :0.0
4 , 23/10/2012 04:45:35:527 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA100046001Default Amount :84000.0
4 , 23/10/2012 04:45:35:527 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291101Default Amount :30000.0
4 , 23/10/2012 04:45:35:527 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:527 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:527 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:527 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:558 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:558 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100429501Oustanding Amount :26250.0
4 , 23/10/2012 04:45:35:558 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100429501Approved Application Amount :26250.0
4 , 23/10/2012 04:45:35:558 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100429501Claim Applied Amount :24520.0
4 , 23/10/2012 04:45:35:558 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100429501Recovered Amount :0.0
4 , 23/10/2012 04:45:35:558 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100429501Default Amount :41000.0
4 , 23/10/2012 04:45:35:558 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:558 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:590 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090605701Oustanding Amount :24425.0
4 , 23/10/2012 04:45:35:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090605701Approved Application Amount :25000.0
4 , 23/10/2012 04:45:35:605 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090605701Claim Applied Amount :18750.0
4 , 23/10/2012 04:45:35:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11AS090131701Oustanding Amount :76500.0
4 , 23/10/2012 04:45:35:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090605701Recovered Amount :0.0
4 , 23/10/2012 04:45:35:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11AS090131701Approved Application Amount :90000.0
4 , 23/10/2012 04:45:35:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090605701Default Amount :8500000.0
4 , 23/10/2012 04:45:35:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11AS090131701Claim Applied Amount :65025.0
4 , 23/10/2012 04:45:35:621 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:621 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:636 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11AS090131701Recovered Amount :0.0
4 , 23/10/2012 04:45:35:636 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:636 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090035301Oustanding Amount :29194.0
4 , 23/10/2012 04:45:35:636 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11AS090131701Default Amount :25000.0
4 , 23/10/2012 04:45:35:636 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090035301Approved Application Amount :40000.0
4 , 23/10/2012 04:45:35:636 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:636 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090035301Claim Applied Amount :21895.0
4 , 23/10/2012 04:45:35:636 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:652 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090035301Recovered Amount :0.0
4 , 23/10/2012 04:45:35:652 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090035301Default Amount :26250.0
4 , 23/10/2012 04:45:35:652 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:652 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:699 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:699 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080160701Oustanding Amount :42660.0
4 , 23/10/2012 04:45:35:699 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080160701Approved Application Amount :70000.0
4 , 23/10/2012 04:45:35:699 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:714 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080160701Claim Applied Amount :48602.0
4 , 23/10/2012 04:45:35:714 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100094401Oustanding Amount :535935.0
4 , 23/10/2012 04:45:35:714 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080160701Recovered Amount :0.0
4 , 23/10/2012 04:45:35:714 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100094401Approved Application Amount :569000.0
4 , 23/10/2012 04:45:35:714 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA080160701Default Amount :24425.0
4 , 23/10/2012 04:45:35:730 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100094401Claim Applied Amount :426750.0
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100108301Oustanding Amount :10127.0
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100094401Recovered Amount :0.0
4 , 23/10/2012 04:45:35:730 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100108301Approved Application Amount :15000.0
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100094401Default Amount :76500.0
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100108301Claim Applied Amount :8947.95
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100108301Recovered Amount :0.0
4 , 23/10/2012 04:45:35:730 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:730 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100108301Default Amount :29194.0
4 , 23/10/2012 04:45:35:746 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:35:746 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:35:808 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:35:808 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101681601Oustanding Amount :192000.0
