4 , 23/10/2012 04:46:46:852 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100156201Recovered Amount :0.0
4 , 23/10/2012 04:47:15:322 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090725301Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:15:322 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090725301Recovered Amount :0.0
4 , 23/10/2012 04:47:15:338 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090725301Default Amount :60000.0
4 , 23/10/2012 04:47:15:338 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:338 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:353 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:353 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Oustanding Amount :60000.0
4 , 23/10/2012 04:47:15:353 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Approved Application Amount :60000.0
4 , 23/10/2012 04:47:15:353 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Claim Applied Amount :51000.0
4 , 23/10/2012 04:47:15:369 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Recovered Amount :0.0
4 , 23/10/2012 04:47:15:369 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Default Amount :25000.0
4 , 23/10/2012 04:47:15:369 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:369 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:369 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:369 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090051401Oustanding Amount :84843.0
4 , 23/10/2012 04:47:15:369 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090051401Approved Application Amount :191000.0
4 , 23/10/2012 04:47:15:369 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090051401Claim Applied Amount :67874.0
4 , 23/10/2012 04:47:15:369 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090051401Recovered Amount :0.0
4 , 23/10/2012 04:47:15:385 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090051401Default Amount :3846020.0
4 , 23/10/2012 04:47:15:385 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:385 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:400 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:400 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091230101Oustanding Amount :50000.0
4 , 23/10/2012 04:47:15:400 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091230101Approved Application Amount :50000.0
4 , 23/10/2012 04:47:15:416 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091230101Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:15:416 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091230101Recovered Amount :0.0
4 , 23/10/2012 04:47:15:416 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091230101Default Amount :50000.0
4 , 23/10/2012 04:47:15:416 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:416 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:431 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:431 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563001Oustanding Amount :60000.0
4 , 23/10/2012 04:47:15:431 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563001Approved Application Amount :60000.0
4 , 23/10/2012 04:47:15:431 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563001Claim Applied Amount :51000.0
4 , 23/10/2012 04:47:15:431 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563001Recovered Amount :0.0
4 , 23/10/2012 04:47:15:431 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563001Default Amount :60000.0
4 , 23/10/2012 04:47:15:447 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:447 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:447 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:447 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Oustanding Amount :463876.0
4 , 23/10/2012 04:47:15:447 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Approved Application Amount :500000.0
4 , 23/10/2012 04:47:15:447 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Claim Applied Amount :474987.0
4 , 23/10/2012 04:47:15:447 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Recovered Amount :0.0
4 , 23/10/2012 04:47:15:447 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101723201Default Amount :84843.0
4 , 23/10/2012 04:47:15:447 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:447 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:478 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:478 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204501Oustanding Amount :30000.0
4 , 23/10/2012 04:47:15:494 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204501Approved Application Amount :30000.0
4 , 23/10/2012 04:47:15:494 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204501Claim Applied Amount :25500.0
4 , 23/10/2012 04:47:15:494 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204501Recovered Amount :0.0
4 , 23/10/2012 04:47:15:494 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204501Default Amount :50000.0
4 , 23/10/2012 04:47:15:494 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:509 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:509 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:509 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100446301Oustanding Amount :1200000.0
4 , 23/10/2012 04:47:15:509 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100446301Approved Application Amount :1200000.0
4 , 23/10/2012 04:47:15:509 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100446301Claim Applied Amount :900000.0
4 , 23/10/2012 04:47:15:509 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100446301Recovered Amount :0.0
4 , 23/10/2012 04:47:15:509 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100446301Default Amount :60000.0
4 , 23/10/2012 04:47:15:509 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:509 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:509 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:509 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Oustanding Amount :3740064.0
4 , 23/10/2012 04:47:15:509 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Approved Application Amount :3900000.0
4 , 23/10/2012 04:47:15:509 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Claim Applied Amount :2925000.0
4 , 23/10/2012 04:47:15:525 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Recovered Amount :0.0
4 , 23/10/2012 04:47:15:525 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100632601Default Amount :463876.0
4 , 23/10/2012 04:47:15:525 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:525 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:556 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:556 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Oustanding Amount :75583.0
4 , 23/10/2012 04:47:15:572 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Approved Application Amount :100000.0
4 , 23/10/2012 04:47:15:572 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Claim Applied Amount :64264.0
4 , 23/10/2012 04:47:15:572 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Recovered Amount :0.0
4 , 23/10/2012 04:47:15:572 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Default Amount :30000.0
4 , 23/10/2012 04:47:15:572 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:572 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:587 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683401Oustanding Amount :50000.0
4 , 23/10/2012 04:47:15:587 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:587 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683401Approved Application Amount :50000.0
4 , 23/10/2012 04:47:15:587 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683401Claim Applied Amount :41650.0
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Oustanding Amount :31500.0
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683401Recovered Amount :0.0
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Approved Application Amount :31500.0
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683401Default Amount :1200000.0
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Claim Applied Amount :26775.0
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Recovered Amount :0.0
4 , 23/10/2012 04:47:15:603 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100400001Default Amount :3740064.0
4 , 23/10/2012 04:47:15:603 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:603 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:650 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:650 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Oustanding Amount :50000.0
4 , 23/10/2012 04:47:15:650 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Approved Application Amount :50000.0
4 , 23/10/2012 04:47:15:650 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:15:665 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Recovered Amount :0.0
4 , 23/10/2012 04:47:15:665 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Default Amount :75583.0
4 , 23/10/2012 04:47:15:665 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:665 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:665 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101637401Oustanding Amount :50000.0
4 , 23/10/2012 04:47:15:681 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101637401Approved Application Amount :50000.0
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Oustanding Amount :840000.0
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101637401Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Approved Application Amount :840000.0
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101637401Recovered Amount :0.0
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Claim Applied Amount :630000.0
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101637401Default Amount :50000.0
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Recovered Amount :0.0
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT090035601Default Amount :31500.0
4 , 23/10/2012 04:47:15:681 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:681 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:681 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:728 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090822201Oustanding Amount :25000.0
4 , 23/10/2012 04:47:15:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090822201Approved Application Amount :25000.0
4 , 23/10/2012 04:47:15:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090822201Claim Applied Amount :25000.0
4 , 23/10/2012 04:47:15:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090822201Recovered Amount :0.0
4 , 23/10/2012 04:47:15:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090822201Default Amount :50000.0
4 , 23/10/2012 04:47:15:743 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:743 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:759 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:759 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505801Oustanding Amount :50000.0
4 , 23/10/2012 04:47:15:759 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505801Approved Application Amount :50000.0
4 , 23/10/2012 04:47:15:759 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:759 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505801Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:15:759 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554401Oustanding Amount :3550.0
4 , 23/10/2012 04:47:15:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505801Recovered Amount :0.0
4 , 23/10/2012 04:47:15:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554401Approved Application Amount :5000.0
4 , 23/10/2012 04:47:15:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505801Default Amount :50000.0
4 , 23/10/2012 04:47:15:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554401Claim Applied Amount :3575.0
4 , 23/10/2012 04:47:15:775 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554401Recovered Amount :0.0
4 , 23/10/2012 04:47:15:775 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554401Default Amount :840000.0
4 , 23/10/2012 04:47:15:775 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:775 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:821 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:821 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090728801Oustanding Amount :25000.0
4 , 23/10/2012 04:47:15:821 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090728801Approved Application Amount :25000.0
4 , 23/10/2012 04:47:15:837 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090728801Claim Applied Amount :20542.0
4 , 23/10/2012 04:47:15:837 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090728801Recovered Amount :0.0
4 , 23/10/2012 04:47:15:837 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090728801Default Amount :25000.0
4 , 23/10/2012 04:47:15:837 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:837 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:837 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091691801Oustanding Amount :50000.0
4 , 23/10/2012 04:47:15:853 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091691801Approved Application Amount :50000.0
4 , 23/10/2012 04:47:15:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049401Oustanding Amount :325000.0
4 , 23/10/2012 04:47:15:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091691801Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:15:868 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049401Approved Application Amount :325000.0
4 , 23/10/2012 04:47:15:868 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091691801Recovered Amount :0.0
4 , 23/10/2012 04:47:15:868 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049401Claim Applied Amount :276250.0
4 , 23/10/2012 04:47:15:868 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091691801Default Amount :50000.0
4 , 23/10/2012 04:47:15:868 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049401Recovered Amount :0.0
4 , 23/10/2012 04:47:15:868 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:868 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049401Default Amount :3550.0
4 , 23/10/2012 04:47:15:868 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:868 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:868 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:899 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:915 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Oustanding Amount :2000000.0
4 , 23/10/2012 04:47:15:915 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Approved Application Amount :2000000.0
4 , 23/10/2012 04:47:15:915 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Claim Applied Amount :1500000.0
4 , 23/10/2012 04:47:15:915 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Recovered Amount :0.0
4 , 23/10/2012 04:47:15:915 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Default Amount :25000.0
4 , 23/10/2012 04:47:15:915 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:931 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:931 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177201Oustanding Amount :46971.0
4 , 23/10/2012 04:47:15:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177201Approved Application Amount :50000.0
4 , 23/10/2012 04:47:15:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177201Claim Applied Amount :39925.0
4 , 23/10/2012 04:47:15:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177201Recovered Amount :0.0
4 , 23/10/2012 04:47:15:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177201Default Amount :50000.0
4 , 23/10/2012 04:47:15:931 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:946 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:946 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090231901Oustanding Amount :107247.0
4 , 23/10/2012 04:47:15:946 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:946 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090231901Approved Application Amount :110000.0
4 , 23/10/2012 04:47:15:946 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090231901Claim Applied Amount :78224.0
4 , 23/10/2012 04:47:15:946 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090231901Recovered Amount :0.0
4 , 23/10/2012 04:47:15:946 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU090231901Default Amount :325000.0
4 , 23/10/2012 04:47:15:946 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:15:946 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:15:993 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:15:993 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176601Oustanding Amount :40000.0
4 , 23/10/2012 04:47:15:993 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176601Approved Application Amount :40000.0
4 , 23/10/2012 04:47:15:993 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176601Claim Applied Amount :34000.0
4 , 23/10/2012 04:47:15:993 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:16:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176601Recovered Amount :0.0
4 , 23/10/2012 04:47:16:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100500901Oustanding Amount :30797.0
4 , 23/10/2012 04:47:16:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176601Default Amount :2000000.0
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100500901Approved Application Amount :50000.0
4 , 23/10/2012 04:47:16:024 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100500901Claim Applied Amount :26177.0
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090315301Oustanding Amount :38000.0
4 , 23/10/2012 04:47:16:024 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100500901Recovered Amount :0.0
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090315301Approved Application Amount :38000.0
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100500901Default Amount :46971.0
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090315301Claim Applied Amount :32300.0
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:16:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090315301Recovered Amount :0.0
4 , 23/10/2012 04:47:16:024 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:16:040 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090315301Default Amount :107247.0
4 , 23/10/2012 04:47:16:040 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:16:040 , CPDAO , isRecoveryDetailsAvailable() , Entered!
