4 , 11/11/2008 17:02:44:478 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:808 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , apForm Map size :0
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , getApplicationsForApproval , has privilege
4 , 11/11/2008 17:46:13:823 , ApplicationProcessingAction , showAppsForApproval , Exited. Memory : 7068800
4 , 11/11/2008 18:06:13:925 , LogoutAction , logout , Entered
4 , 11/11/2008 18:06:18:036 , LogoutAction , logout , Entered
4 , 11/11/2008 18:06:18:036 , LogoutAction , logout , Exited
4 , 11/11/2008 18:16:20:736 , LoginAction , login , Entered
4 , 11/11/2008 18:16:21:033 , Login , login , Entered
4 , 11/11/2008 18:16:21:048 , AdminDAO , getParameter , Entered
4 , 11/11/2008 18:16:21:080 , AdminDAO , getParameter , Exited
4 , 11/11/2008 18:16:21:080 , AdminDAO , getUserInfo , Entered
4 , 11/11/2008 18:16:21:111 , AdminDAO , getUserInfo , Exited
4 , 11/11/2008 18:16:21:111 , AdminDAO , checkValidUserLogin() , Entered!
4 , 11/11/2008 18:16:21:127 , AdminDAO , checkValidUserLogin() , Exited!
4 , 11/11/2008 18:16:21:470 , CommonDAO , updateLastLoginDate , Entered
2 , 11/11/2008 18:16:21:470 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
4 , 11/11/2008 18:16:21:486 , CommonDAO , updateLastLoginDate , Exited
4 , 11/11/2008 18:16:21:486 , Login , login , Exited
4 , 11/11/2008 18:16:21:486 , AdminDAO , getPrivileges , Entered
4 , 11/11/2008 18:16:21:517 , AdminDAO , getPrivileges , Exited
4 , 11/11/2008 18:16:21:517 , AdminDAO , getAlerts , Entered
4 , 11/11/2008 18:16:21:533 , AdminDAO , getAlerts , Exited
4 , 11/11/2008 18:16:21:533 , AdminDAO , getMessage , Entered
4 , 11/11/2008 18:16:21:549 , AdminDAO , getMessage , Exited
4 , 11/11/2008 18:16:21:549 , RegistrationDAO , getMemberDetails , Entered
4 , 11/11/2008 18:16:21:549 , RegistrationDAO , getMemberDetails , Exited
4 , 11/11/2008 18:16:21:549 , LoginAction , login , Exited
4 , 11/11/2008 18:16:22:862 , LoginAction , getMainMenu , Entered
4 , 11/11/2008 18:16:22:862 , LoginAction , setMainMenu , Entered
4 , 11/11/2008 18:16:22:862 , BaseAction , getUserInformation , Entered
4 , 11/11/2008 18:16:22:862 , BaseAction , getUserInformation , Exited
4 , 11/11/2008 18:16:22:862 , LoginAction , setMainMenu , Exited
4 , 11/11/2008 18:16:22:877 , LoginAction , getMainMenu , Exited
4 , 11/11/2008 18:16:26:160 , LoginAction , getSubMenu , Entered
4 , 11/11/2008 18:16:26:175 , LoginAction , setSubMenu , Entered
4 , 11/11/2008 18:16:26:175 , BaseAction , getUserInformation , Entered
4 , 11/11/2008 18:16:26:175 , BaseAction , getUserInformation , Exited
4 , 11/11/2008 18:16:26:175 , LoginAction , setSubMenu , Exited
4 , 11/11/2008 18:16:26:175 , LoginAction , getSubMenu , Exited
4 , 11/11/2008 18:16:27:676 , BaseAction , getUserInformation , Entered
4 , 11/11/2008 18:16:27:676 , BaseAction , getUserInformation , Exited
4 , 11/11/2008 18:16:27:676 , ApplicationProcessingAction , getApplicationsForApproval , Before callin getappsforapproval frm processor
4 , 11/11/2008 18:16:27:676 , ApplicationProcessor , getApplicationsForApproval , Entered. Memory : 3166112
4 , 11/11/2008 18:16:27:676 , ApplicationProcessor , checkDuplicate , Entered
4 , 11/11/2008 18:16:27:692 , ApplicationDAO , checkDuplicate , Entered
4 , 11/11/2008 18:16:27:723 , ApplicationDAO , checkDuplicate , Tccount,Wccount 30193, 19651
4 , 11/11/2008 18:16:27:723 , ApplicationDAO , checkDuplicate , Just Before 
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@c4
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@c4
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@c4
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@c4
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@c4
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@c4
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@c4
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@c4
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , approvedAppsResultsoracle.jdbc.driver.OracleResultSetImpl@c4
4 , 11/11/2008 18:16:27:738 , ApplicationDAO , checkDuplicate , After
4 , 11/11/2008 18:16:28:004 , ApplicationDAO , checkDuplicate , Exited
4 , 11/11/2008 18:16:28:004 , ApplicationProcessor , checkDuplicate , Entering if flag is A
4 , 11/11/2008 18:16:28:004 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:28:723 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:28:723 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:036 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:036 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 11/11/2008 18:16:29:083 , ApplicationProcessor , checkDuplicate , Exited
4 , 11/11/2008 18:16:29:083 , ApplicationDAO , viewApplicationsForApproval , Entered
4 , 11/11/2008 18:16:29:286 , ApplicationDAO , viewApplicationsForApproval , pendingCount0
