5 , 04/05/2012 10:55:33:962 , ApplicationDAO , getTermLoan , values of term loan object set successfully....
5 , 04/05/2012 12:28:08:961 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:962 , ApplicationProcessor , checkDuplicateApplications , approved 6 app ref no 3103050210
5 , 04/05/2012 12:28:08:963 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:964 , ApplicationProcessor , checkDuplicateApplications , approved 7 app ref no 0307060013
5 , 04/05/2012 12:28:08:965 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:966 , ApplicationProcessor , checkDuplicateApplications , approved 8 app ref no 1609050030
5 , 04/05/2012 12:28:08:967 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:969 , ApplicationProcessor , checkDuplicateApplications , approved 9 app ref no 1009030012
5 , 04/05/2012 12:28:08:970 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:971 , ApplicationProcessor , checkDuplicateApplications , approved 10 app ref no 2407060021
5 , 04/05/2012 12:28:08:972 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:973 , ApplicationProcessor , checkDuplicateApplications , approved 11 app ref no 2806070087
5 , 04/05/2012 12:28:08:974 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:975 , ApplicationProcessor , checkDuplicateApplications , approved 12 app ref no 2709060098
5 , 04/05/2012 12:28:08:976 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:977 , ApplicationProcessor , checkDuplicateApplications , approved 13 app ref no 1009030002
5 , 04/05/2012 12:28:08:978 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:979 , ApplicationProcessor , checkDuplicateApplications , approved 14 app ref no 1503050026
5 , 04/05/2012 12:28:08:980 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:981 , ApplicationProcessor , checkDuplicateApplications , approved 15 app ref no 3009050062
5 , 04/05/2012 12:28:08:982 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:983 , ApplicationProcessor , checkDuplicateApplications , approved 16 app ref no 0209060026
5 , 04/05/2012 12:28:08:984 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:985 , ApplicationProcessor , checkDuplicateApplications , approved 17 app ref no 2812060448
5 , 04/05/2012 12:28:08:986 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:987 , ApplicationProcessor , checkDuplicateApplications , approved 18 app ref no 3108040011
5 , 04/05/2012 12:28:08:988 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:989 , ApplicationProcessor , checkDuplicateApplications , approved 19 app ref no 1805070007
5 , 04/05/2012 12:28:08:990 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:991 , ApplicationProcessor , checkDuplicateApplications , approved 20 app ref no 2701070012
5 , 04/05/2012 12:28:08:992 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:993 , ApplicationProcessor , checkDuplicateApplications , approved 21 app ref no 1610070013
5 , 04/05/2012 12:28:08:994 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:996 , ApplicationProcessor , checkDuplicateApplications , approved 22 app ref no 0806060023
5 , 04/05/2012 12:28:08:997 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:08:998 , ApplicationProcessor , checkDuplicateApplications , approved 23 app ref no 1503060053
5 , 04/05/2012 12:28:08:999 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:000 , ApplicationProcessor , checkDuplicateApplications , approved 24 app ref no 2906070111
5 , 04/05/2012 12:28:09:001 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:002 , ApplicationProcessor , checkDuplicateApplications , approved 25 app ref no 2803060225
5 , 04/05/2012 12:28:09:003 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:004 , ApplicationProcessor , checkDuplicateApplications , approved 26 app ref no 1712070027
5 , 04/05/2012 12:28:09:005 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:006 , ApplicationProcessor , checkDuplicateApplications , approved 27 app ref no 1312050088
5 , 04/05/2012 12:28:09:007 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:008 , ApplicationProcessor , checkDuplicateApplications , approved 28 app ref no 1001060009
5 , 04/05/2012 12:28:09:009 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:010 , ApplicationProcessor , checkDuplicateApplications , approved 29 app ref no 1001060011
5 , 04/05/2012 12:28:09:011 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:012 , ApplicationProcessor , checkDuplicateApplications , approved 30 app ref no 1004070023
5 , 04/05/2012 12:28:09:015 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:016 , ApplicationProcessor , checkDuplicateApplications , approved 31 app ref no 0106070022
5 , 04/05/2012 12:28:09:017 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:019 , ApplicationProcessor , checkDuplicateApplications , approved 32 app ref no 0106070019
5 , 04/05/2012 12:28:09:020 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:021 , ApplicationProcessor , checkDuplicateApplications , approved 33 app ref no 2705080106
5 , 04/05/2012 12:28:09:022 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:023 , ApplicationProcessor , checkDuplicateApplications , approved 34 app ref no 2205060007
5 , 04/05/2012 12:28:09:025 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:027 , ApplicationProcessor , checkDuplicateApplications , approved 35 app ref no 2809070108
5 , 04/05/2012 12:28:09:028 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:111 , ApplicationProcessor , checkDuplicateApplications , approved 36 app ref no 0802080041
5 , 04/05/2012 12:28:09:114 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:117 , ApplicationProcessor , checkDuplicateApplications , approved 37 app ref no 1811060004
5 , 04/05/2012 12:28:09:120 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:123 , ApplicationProcessor , checkDuplicateApplications , approved 38 app ref no 0106060011
5 , 04/05/2012 12:28:09:126 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:129 , ApplicationProcessor , checkDuplicateApplications , approved 39 app ref no 2707060079
5 , 04/05/2012 12:28:09:132 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:135 , ApplicationProcessor , checkDuplicateApplications , approved 40 app ref no 3003050046
5 , 04/05/2012 12:28:09:138 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000250
5 , 04/05/2012 12:28:09:140 , ApplicationProcessor , checkDuplicateApplications , pending 5 checking with pending 0 app ref no 020512000236
5 , 04/05/2012 12:28:09:141 , ApplicationProcessor , checkDuplicateApplications , state and district are same for :020512000236and 020512000250
5 , 04/05/2012 12:28:09:142 , ApplicationProcessor , checkDuplicateApplications , Rem Pending First Name :SUNIL
5 , 04/05/2012 12:28:09:143 , ApplicationProcessor , checkDuplicateApplications , PEnding First Name :SUNIL
5 , 04/05/2012 12:28:09:144 , ApplicationProcessor , checkDuplicateApplications , promoter name are same for :020512000236and 020512000250
5 , 04/05/2012 12:28:09:145 , ApplicationProcessor , checkDuplicateApplications , Rem Pending Middle Name :MAHADEO
5 , 04/05/2012 12:28:09:146 , ApplicationProcessor , checkDuplicateApplications , promoter middle name are same for :020512000236and 020512000250
5 , 04/05/2012 12:28:09:147 , ApplicationProcessor , checkDuplicateApplications , promoter last name are same for :020512000236and 020512000250
5 , 04/05/2012 12:28:09:148 , ApplicationProcessor , checkDuplicateApplications , Rem Pending  Address :GAT NO 286, KARANJADI TAL MAHAD
5 , 04/05/2012 12:28:09:149 , ApplicationProcessor , checkDuplicateApplications , Pending Address :GAT NO 286, KARANJADI TAL MAHAD
5 , 04/05/2012 12:28:09:151 , ApplicationProcessor , checkDuplicateApplications , promoter address are same for :020512000236and 020512000250
5 , 04/05/2012 12:28:09:152 , ApplicationProcessor , checkDuplicateApplications , Approved itpan :ABZPK5332M
5 , 04/05/2012 12:28:09:153 , ApplicationProcessor , checkDuplicateApplications , remaining Pending itpan :ABZPK5332M
5 , 04/05/2012 12:28:09:154 , ApplicationProcessor , checkDuplicateApplications , valid format are same for :020512000236and 020512000250
5 , 04/05/2012 12:28:09:155 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000236and 020512000250
5 , 04/05/2012 12:28:09:156 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no 020512000236
5 , 04/05/2012 12:28:09:157 , ApplicationProcessor , checkDuplicateApplications , pending 5 duplicate with pending 0 appref no 020512000236
5 , 04/05/2012 12:28:09:158 , ApplicationProcessor , checkDuplicateApplications , before checking with Approved Applications
5 , 04/05/2012 12:28:09:159 , ApplicationProcessor , checkDuplicateApplications , pending 6 app ref no 020512000451
5 , 04/05/2012 12:28:09:160 , ApplicationProcessor , checkDuplicateApplications , approved 0 app ref no 3007070007
5 , 04/05/2012 12:28:09:161 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:162 , ApplicationProcessor , checkDuplicateApplications , approved 1 app ref no 3005070070
5 , 04/05/2012 12:28:09:163 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:164 , ApplicationProcessor , checkDuplicateApplications , approved 2 app ref no 2610040011
5 , 04/05/2012 12:28:09:167 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:168 , ApplicationProcessor , checkDuplicateApplications , approved 3 app ref no 2706060242
5 , 04/05/2012 12:28:09:169 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:170 , ApplicationProcessor , checkDuplicateApplications , approved 4 app ref no 2901070028
5 , 04/05/2012 12:28:09:171 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:172 , ApplicationProcessor , checkDuplicateApplications , approved 5 app ref no 2610070046
5 , 04/05/2012 12:28:09:173 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:174 , ApplicationProcessor , checkDuplicateApplications , approved 6 app ref no 3103050210
5 , 04/05/2012 12:28:09:175 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:176 , ApplicationProcessor , checkDuplicateApplications , approved 7 app ref no 0307060013
5 , 04/05/2012 12:28:09:177 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:179 , ApplicationProcessor , checkDuplicateApplications , approved 8 app ref no 1609050030
5 , 04/05/2012 12:28:09:180 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:181 , ApplicationProcessor , checkDuplicateApplications , approved 9 app ref no 1009030012
5 , 04/05/2012 12:28:09:182 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:183 , ApplicationProcessor , checkDuplicateApplications , approved 10 app ref no 2407060021
5 , 04/05/2012 12:28:09:184 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:185 , ApplicationProcessor , checkDuplicateApplications , approved 11 app ref no 2806070087
5 , 04/05/2012 12:28:09:186 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:187 , ApplicationProcessor , checkDuplicateApplications , approved 12 app ref no 2709060098
5 , 04/05/2012 12:28:09:188 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:189 , ApplicationProcessor , checkDuplicateApplications , approved 13 app ref no 1009030002
5 , 04/05/2012 12:28:09:190 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:191 , ApplicationProcessor , checkDuplicateApplications , approved 14 app ref no 1503050026
5 , 04/05/2012 12:28:09:192 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:193 , ApplicationProcessor , checkDuplicateApplications , approved 15 app ref no 3009050062
5 , 04/05/2012 12:28:09:194 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:195 , ApplicationProcessor , checkDuplicateApplications , approved 16 app ref no 0209060026
5 , 04/05/2012 12:28:09:196 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:197 , ApplicationProcessor , checkDuplicateApplications , approved 17 app ref no 2812060448
5 , 04/05/2012 12:28:09:198 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:199 , ApplicationProcessor , checkDuplicateApplications , approved 18 app ref no 3108040011
5 , 04/05/2012 12:28:09:200 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:201 , ApplicationProcessor , checkDuplicateApplications , approved 19 app ref no 1805070007
5 , 04/05/2012 12:28:09:202 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:203 , ApplicationProcessor , checkDuplicateApplications , approved 20 app ref no 2701070012
5 , 04/05/2012 12:28:09:204 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:205 , ApplicationProcessor , checkDuplicateApplications , approved 21 app ref no 1610070013
5 , 04/05/2012 12:28:09:206 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:207 , ApplicationProcessor , checkDuplicateApplications , approved 22 app ref no 0806060023
5 , 04/05/2012 12:28:09:208 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:209 , ApplicationProcessor , checkDuplicateApplications , approved 23 app ref no 1503060053
5 , 04/05/2012 12:28:09:210 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:212 , ApplicationProcessor , checkDuplicateApplications , approved 24 app ref no 2906070111
5 , 04/05/2012 12:28:09:213 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:214 , ApplicationProcessor , checkDuplicateApplications , approved 25 app ref no 2803060225
5 , 04/05/2012 12:28:09:215 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:216 , ApplicationProcessor , checkDuplicateApplications , approved 26 app ref no 1712070027
5 , 04/05/2012 12:28:09:217 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:218 , ApplicationProcessor , checkDuplicateApplications , approved 27 app ref no 1312050088
5 , 04/05/2012 12:28:09:219 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:220 , ApplicationProcessor , checkDuplicateApplications , approved 28 app ref no 1001060009
5 , 04/05/2012 12:28:09:220 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:221 , ApplicationProcessor , checkDuplicateApplications , approved 29 app ref no 1001060011
5 , 04/05/2012 12:28:09:222 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:223 , ApplicationProcessor , checkDuplicateApplications , approved 30 app ref no 1004070023
5 , 04/05/2012 12:28:09:224 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:225 , ApplicationProcessor , checkDuplicateApplications , approved 31 app ref no 0106070022
5 , 04/05/2012 12:28:09:226 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:227 , ApplicationProcessor , checkDuplicateApplications , approved 32 app ref no 0106070019
5 , 04/05/2012 12:28:09:228 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:229 , ApplicationProcessor , checkDuplicateApplications , approved 33 app ref no 2705080106
5 , 04/05/2012 12:28:09:230 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:231 , ApplicationProcessor , checkDuplicateApplications , approved 34 app ref no 2205060007
5 , 04/05/2012 12:28:09:232 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:233 , ApplicationProcessor , checkDuplicateApplications , approved 35 app ref no 2809070108
5 , 04/05/2012 12:28:09:234 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:237 , ApplicationProcessor , checkDuplicateApplications , approved 36 app ref no 0802080041
5 , 04/05/2012 12:28:09:238 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:239 , ApplicationProcessor , checkDuplicateApplications , approved 37 app ref no 1811060004
5 , 04/05/2012 12:28:09:240 , ApplicationProcessor , checkDuplicateApplications , Approved First Name :DILIP
5 , 04/05/2012 12:28:09:241 , ApplicationProcessor , checkDuplicateApplications , PEnding First Name :SURESH
5 , 04/05/2012 12:28:09:242 , ApplicationProcessor , checkDuplicateApplications , Approved Middle Name :-
5 , 04/05/2012 12:28:09:243 , ApplicationProcessor , checkDuplicateApplications , Approved Middle name :- for app ref noCG200617403WC
5 , 04/05/2012 12:28:09:244 , ApplicationProcessor , checkDuplicateApplications , Pending Middle name:null for cgpan020512000451
5 , 04/05/2012 12:28:09:246 , ApplicationProcessor , checkDuplicateApplications , Approved Address :123/410 GADARIANPURWA KANPUR
5 , 04/05/2012 12:28:09:247 , ApplicationProcessor , checkDuplicateApplications , Approved Address :I-521 BARRA VISHWA BANK COLONY KANPUR
5 , 04/05/2012 12:28:09:248 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:249 , ApplicationProcessor , checkDuplicateApplications , approved 38 app ref no 0106060011
5 , 04/05/2012 12:28:09:251 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:252 , ApplicationProcessor , checkDuplicateApplications , approved 39 app ref no 2707060079
5 , 04/05/2012 12:28:09:253 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:255 , ApplicationProcessor , checkDuplicateApplications , approved 40 app ref no 3003050046
5 , 04/05/2012 12:28:09:256 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000451
5 , 04/05/2012 12:28:09:257 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 0 app ref no 020512000236
5 , 04/05/2012 12:28:09:258 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000236and 020512000451
5 , 04/05/2012 12:28:09:259 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000236
5 , 04/05/2012 12:28:09:260 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 1 app ref no 020512000238
5 , 04/05/2012 12:28:09:261 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000238and 020512000451
5 , 04/05/2012 12:28:09:262 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000238
5 , 04/05/2012 12:28:09:262 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 2 app ref no 020512000240
5 , 04/05/2012 12:28:09:263 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000240and 020512000451
5 , 04/05/2012 12:28:09:264 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000240
5 , 04/05/2012 12:28:09:265 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 3 app ref no 020512000242
5 , 04/05/2012 12:28:09:266 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000242and 020512000451
5 , 04/05/2012 12:28:09:268 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000242
5 , 04/05/2012 12:28:09:269 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 4 app ref no 020512000246
5 , 04/05/2012 12:28:09:270 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000246and 020512000451
5 , 04/05/2012 12:28:09:271 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000246
5 , 04/05/2012 12:28:09:272 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 5 app ref no 020512000250
5 , 04/05/2012 12:28:09:273 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000250and 020512000451
5 , 04/05/2012 12:28:09:274 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000250
5 , 04/05/2012 12:28:09:275 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 7 app ref no 030512000325
5 , 04/05/2012 12:28:09:276 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :030512000325and 020512000451
5 , 04/05/2012 12:28:09:277 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching030512000325
5 , 04/05/2012 12:28:09:278 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 8 app ref no 030512000345
5 , 04/05/2012 12:28:09:279 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :030512000345and 020512000451
5 , 04/05/2012 12:28:09:280 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching030512000345
5 , 04/05/2012 12:28:09:281 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 9 app ref no 030512000363
5 , 04/05/2012 12:28:09:282 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :030512000363and 020512000451
5 , 04/05/2012 12:28:09:283 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching030512000363
5 , 04/05/2012 12:28:09:284 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 10 app ref no 040512000002
5 , 04/05/2012 12:28:09:285 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000002and 020512000451
5 , 04/05/2012 12:28:09:286 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000002
5 , 04/05/2012 12:28:09:287 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 11 app ref no 040512000007
5 , 04/05/2012 12:28:09:288 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000007and 020512000451
5 , 04/05/2012 12:28:09:289 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000007
5 , 04/05/2012 12:28:09:290 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 12 app ref no 040512000112
5 , 04/05/2012 12:28:09:291 , ApplicationProcessor , checkDuplicateApplications , state and district are same for :040512000112and 020512000451
5 , 04/05/2012 12:28:09:292 , ApplicationProcessor , checkDuplicateApplications , Rem Pending First Name :RAMESH
5 , 04/05/2012 12:28:09:293 , ApplicationProcessor , checkDuplicateApplications , PEnding First Name :SURESH
5 , 04/05/2012 12:28:09:294 , ApplicationProcessor , checkDuplicateApplications , Rem Pending Middle Name :CHANDRA
5 , 04/05/2012 12:28:09:295 , ApplicationProcessor , checkDuplicateApplications , Rem Pending  Address :83/18 MB M MARKET JUHI
KANPUR
5 , 04/05/2012 12:28:09:296 , ApplicationProcessor , checkDuplicateApplications , Pending Address :I-521 BARRA VISHWA BANK COLONY KANPUR
5 , 04/05/2012 12:28:09:297 , ApplicationProcessor , checkDuplicateApplications , Approved itpan :AAMPY0131A
5 , 04/05/2012 12:28:09:298 , ApplicationProcessor , checkDuplicateApplications , remaining Pending itpan :AIYPG1945L
5 , 04/05/2012 12:28:09:299 , ApplicationProcessor , checkDuplicateApplications , valid format are same for :040512000112and 020512000451
5 , 04/05/2012 12:28:09:300 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000112and 020512000451
5 , 04/05/2012 12:28:09:301 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000112
5 , 04/05/2012 12:28:09:303 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 13 app ref no 040512000377
5 , 04/05/2012 12:28:09:305 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000377and 020512000451
5 , 04/05/2012 12:28:09:306 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000377
5 , 04/05/2012 12:28:09:307 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 14 app ref no 040512000382
5 , 04/05/2012 12:28:09:308 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000382and 020512000451
5 , 04/05/2012 12:28:09:309 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000382
5 , 04/05/2012 12:28:09:310 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 15 app ref no 040512000387
5 , 04/05/2012 12:28:09:311 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000387and 020512000451
5 , 04/05/2012 12:28:09:312 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000387
5 , 04/05/2012 12:28:09:313 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 16 app ref no 0806060023
5 , 04/05/2012 12:28:09:314 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :0806060023and 020512000451
5 , 04/05/2012 12:28:09:315 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching0806060023
5 , 04/05/2012 12:28:09:316 , ApplicationProcessor , checkDuplicateApplications , pending 6 checking with pending 17 app ref no 2707060079
5 , 04/05/2012 12:28:09:317 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :2707060079and 020512000451
5 , 04/05/2012 12:28:09:318 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching2707060079
5 , 04/05/2012 12:28:09:319 , ApplicationProcessor , checkDuplicateApplications , before checking with Approved Applications
5 , 04/05/2012 12:28:09:320 , ApplicationProcessor , checkDuplicateApplications , pending 7 app ref no 030512000325
5 , 04/05/2012 12:28:09:321 , ApplicationProcessor , checkDuplicateApplications , approved 0 app ref no 3007070007
5 , 04/05/2012 12:28:09:322 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 030512000325
