4 , 23/10/2012 04:49:24:695 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101112601
4 , 23/10/2012 04:49:49:406 , ClaimAction , displayClaimApproval() , memId :000100160000
4 , 23/10/2012 04:49:49:421 , ClaimAction , displayClaimApproval() , claimrefnumber :CL11KE090591801
4 , 23/10/2012 04:49:49:421 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:421 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:421 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:421 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:421 , ClaimAction , displayClaimApproval() , memId :000600190000
4 , 23/10/2012 04:49:49:421 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU090458701
4 , 23/10/2012 04:49:49:421 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:421 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:437 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:437 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:437 , ClaimAction , displayClaimApproval() , memId :002500430000
4 , 23/10/2012 04:49:49:437 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MP090139001
4 , 23/10/2012 04:49:49:437 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:437 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:437 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:437 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:437 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:49:49:453 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100646601
4 , 23/10/2012 04:49:49:453 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:453 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:453 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:453 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:453 , ClaimAction , displayClaimApproval() , memId :002300120000
4 , 23/10/2012 04:49:49:453 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE101080201
4 , 23/10/2012 04:49:49:453 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:468 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:468 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:468 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:468 , ClaimAction , displayClaimApproval() , memId :002900180000
4 , 23/10/2012 04:49:49:468 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12SI100013101
4 , 23/10/2012 04:49:49:484 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:484 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:484 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:484 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:484 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 23/10/2012 04:49:49:484 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB090760201
4 , 23/10/2012 04:49:49:484 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:484 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:484 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:499 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:499 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 23/10/2012 04:49:49:499 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB091187801
4 , 23/10/2012 04:49:49:499 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:499 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:499 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:499 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:499 , ClaimAction , displayClaimApproval() , memId :000100090000
4 , 23/10/2012 04:49:49:499 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP102338101
4 , 23/10/2012 04:49:49:515 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:515 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:515 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:515 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:515 , ClaimAction , displayClaimApproval() , memId :003000020000
4 , 23/10/2012 04:49:49:515 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100660401
4 , 23/10/2012 04:49:49:515 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:531 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:531 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:531 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:531 , ClaimAction , displayClaimApproval() , memId :001400010000
4 , 23/10/2012 04:49:49:531 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101681101
4 , 23/10/2012 04:49:49:531 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:531 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:531 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:531 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:546 , ClaimAction , displayClaimApproval() , memId :001900120000
4 , 23/10/2012 04:49:49:546 , ClaimAction , displayClaimApproval() , claimrefnumber :CL11BI090011501
4 , 23/10/2012 04:49:49:546 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:546 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:546 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:546 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:546 , ClaimAction , displayClaimApproval() , memId :000500500000
4 , 23/10/2012 04:49:49:546 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB101620801
4 , 23/10/2012 04:49:49:546 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:562 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:562 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:562 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:562 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:49:49:562 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101939301
4 , 23/10/2012 04:49:49:562 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:562 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:562 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:562 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:577 , ClaimAction , displayClaimApproval() , memId :000500470000
4 , 23/10/2012 04:49:49:577 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12TN090218801
4 , 23/10/2012 04:49:49:577 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:577 , ClaimAction , displayClaimApproval() , forwardedToUser :ROMRAIN0001
4 , 23/10/2012 04:49:49:577 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:577 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:577 , ClaimAction , displayClaimApproval() , memId :000100170000
4 , 23/10/2012 04:49:49:593 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU090034101
4 , 23/10/2012 04:49:49:593 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:593 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:593 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:593 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:593 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:49:49:593 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090666101
4 , 23/10/2012 04:49:49:593 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:609 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:609 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:609 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:609 , ClaimAction , displayClaimApproval() , memId :001500050000
4 , 23/10/2012 04:49:49:609 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MP090036301
4 , 23/10/2012 04:49:49:609 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:609 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:624 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:624 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:624 , ClaimAction , displayClaimApproval() , memId :001900130000
4 , 23/10/2012 04:49:49:624 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE101070101
4 , 23/10/2012 04:49:49:624 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:624 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:624 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:640 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:640 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:640 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090988401
4 , 23/10/2012 04:49:49:640 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:655 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:655 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:655 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:655 , ClaimAction , displayClaimApproval() , memId :001900170000
4 , 23/10/2012 04:49:49:655 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12PU080055601
4 , 23/10/2012 04:49:49:655 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:655 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:655 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:655 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:671 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:671 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091925601
4 , 23/10/2012 04:49:49:671 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:671 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:671 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:671 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:671 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:671 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100108001
4 , 23/10/2012 04:49:49:687 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:687 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:687 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:687 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:687 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:687 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091868101
4 , 23/10/2012 04:49:49:687 , ClaimAction , displayClaimApproval() , clmStatus :FW
4 , 23/10/2012 04:49:49:687 , ClaimAction , displayClaimApproval() , forwardedToUser :SANBAKS0001
4 , 23/10/2012 04:49:49:702 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:702 , ClaimAction , displayClaimApproval() , loggedUsr :AVSYAM0001
4 , 23/10/2012 04:49:49:702 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:702 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:49:702 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090730001
4 , 23/10/2012 04:49:49:702 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:702 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:702 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:702 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:718 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:718 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091216001
4 , 23/10/2012 04:49:49:718 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:718 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:718 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:718 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:718 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:718 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091989701
4 , 23/10/2012 04:49:49:733 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:733 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:733 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:733 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:733 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:49:733 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090745701
4 , 23/10/2012 04:49:49:733 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:733 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:733 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:749 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:749 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:749 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090967201
4 , 23/10/2012 04:49:49:749 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:749 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:749 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:749 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:749 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:765 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090478701
4 , 23/10/2012 04:49:49:765 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:765 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:765 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:765 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:765 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:49:765 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091276401
4 , 23/10/2012 04:49:49:765 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:765 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:780 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:780 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:780 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:780 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100497001
4 , 23/10/2012 04:49:49:780 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:780 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:796 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:796 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:796 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:796 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091566001
4 , 23/10/2012 04:49:49:796 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:796 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:796 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:796 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , memId :000100190000
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI090050701
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090704901
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:811 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:827 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:827 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:827 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:827 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091111601
4 , 23/10/2012 04:49:49:827 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:827 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:827 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:827 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:827 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:843 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091560901
4 , 23/10/2012 04:49:49:843 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:843 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:843 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:843 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:843 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:843 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091531101
4 , 23/10/2012 04:49:49:843 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:858 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:858 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:858 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:858 , ClaimAction , displayClaimApproval() , memId :000100190000
4 , 23/10/2012 04:49:49:858 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI100090301
4 , 23/10/2012 04:49:49:858 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:858 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:858 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:858 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:874 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:49:874 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090592801
4 , 23/10/2012 04:49:49:874 , ClaimAction , displayClaimApproval() , clmStatus :FW
4 , 23/10/2012 04:49:49:874 , ClaimAction , displayClaimApproval() , forwardedToUser :SANBAKS0001
4 , 23/10/2012 04:49:49:874 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:874 , ClaimAction , displayClaimApproval() , loggedUsr :AVSYAM0001
4 , 23/10/2012 04:49:49:889 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:889 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:49:49:889 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090045601
4 , 23/10/2012 04:49:49:889 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:889 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:889 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:889 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:905 , ClaimAction , displayClaimApproval() , memId :000600090000
4 , 23/10/2012 04:49:49:905 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100055501
4 , 23/10/2012 04:49:49:905 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:905 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:905 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:905 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:905 , ClaimAction , displayClaimApproval() , memId :000100110000
4 , 23/10/2012 04:49:49:905 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101168001
4 , 23/10/2012 04:49:49:905 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:921 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:921 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:921 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:921 , ClaimAction , displayClaimApproval() , memId :000600190000
4 , 23/10/2012 04:49:49:921 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU080022001
4 , 23/10/2012 04:49:49:921 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:921 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:921 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:936 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:936 , ClaimAction , displayClaimApproval() , memId :001700060000
4 , 23/10/2012 04:49:49:936 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB080078401
4 , 23/10/2012 04:49:49:936 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:936 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:936 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:936 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:936 , ClaimAction , displayClaimApproval() , memId :005600080000
4 , 23/10/2012 04:49:49:936 , ClaimAction , displayClaimApproval() , claimrefnumber :CL11KE100068301
4 , 23/10/2012 04:49:49:952 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:952 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:952 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:952 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:952 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 23/10/2012 04:49:49:952 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100686201
4 , 23/10/2012 04:49:49:952 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:952 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:952 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:967 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:967 , ClaimAction , displayClaimApproval() , memId :002500950000
4 , 23/10/2012 04:49:49:967 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12CH100037501
4 , 23/10/2012 04:49:49:967 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:983 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:983 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:983 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:983 , ClaimAction , displayClaimApproval() , memId :002500950000
4 , 23/10/2012 04:49:49:983 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12CH100014901
4 , 23/10/2012 04:49:49:983 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:49:983 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:49:983 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:999 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:49:999 , ClaimAction , displayClaimApproval() , memId :002503920000
4 , 23/10/2012 04:49:49:999 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12HA100025801
4 , 23/10/2012 04:49:49:999 , ClaimAction , displayClaimApproval() , clmStatus :FW
4 , 23/10/2012 04:49:49:999 , ClaimAction , displayClaimApproval() , forwardedToUser :ROMRAIN0001
4 , 23/10/2012 04:49:49:999 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:49:999 , ClaimAction , displayClaimApproval() , loggedUsr :AVSYAM0001
4 , 23/10/2012 04:49:49:999 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:50:014 , ClaimAction , displayClaimApproval() , memId :001400010000
