4 , 23/10/2012 04:47:54:011 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101522401Recovered Amount :0.0
4 , 23/10/2012 04:48:05:040 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:040 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:040 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:040 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:040 , ClaimAction , displayClaimApproval() , memId :001500030000
4 , 23/10/2012 04:48:05:040 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KA110286801
4 , 23/10/2012 04:48:05:040 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:040 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:040 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100568801
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , memId :001400030000
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101809001
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:056 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , memId :002900270000
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100030101
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100108601
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:072 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:087 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:087 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:087 , ClaimAction , displayClaimApproval() , memId :000100030000
4 , 23/10/2012 04:48:05:087 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB101059901
4 , 23/10/2012 04:48:05:087 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:087 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:087 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588201Oustanding Amount :119141.0
4 , 23/10/2012 04:48:05:087 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588201Approved Application Amount :120000.0
4 , 23/10/2012 04:48:05:087 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588201Claim Applied Amount :85000.0
4 , 23/10/2012 04:48:05:087 , ClaimAction , displayClaimApproval() , memId :000100170000
4 , 23/10/2012 04:48:05:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588201Recovered Amount :0.0
4 , 23/10/2012 04:48:05:103 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU100910101
4 , 23/10/2012 04:48:05:103 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588201Default Amount :80000.0
4 , 23/10/2012 04:48:05:103 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:103 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:103 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:103 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:103 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:103 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:103 , ClaimAction , displayClaimApproval() , memId :002501790000
4 , 23/10/2012 04:48:05:103 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12AS100471301
4 , 23/10/2012 04:48:05:103 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:103 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:118 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:118 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:118 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:118 , ClaimAction , displayClaimApproval() , memId :002500480000
4 , 23/10/2012 04:48:05:118 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100169501Oustanding Amount :25000.0
4 , 23/10/2012 04:48:05:118 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR100427001
4 , 23/10/2012 04:48:05:118 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100169501Approved Application Amount :25000.0
4 , 23/10/2012 04:48:05:118 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:118 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100169501Claim Applied Amount :21250.0
4 , 23/10/2012 04:48:05:118 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:118 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100169501Recovered Amount :0.0
4 , 23/10/2012 04:48:05:118 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:118 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100169501Default Amount :100000.0
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:134 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , memId :001500060000
4 , 23/10/2012 04:48:05:134 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR090165401
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091705801
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:134 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091561201
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101598101
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091928701
4 , 23/10/2012 04:48:05:150 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:165 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:165 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100512401Oustanding Amount :100000.0
4 , 23/10/2012 04:48:05:165 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100512401Approved Application Amount :100000.0
4 , 23/10/2012 04:48:05:165 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100512401Claim Applied Amount :85000.0
4 , 23/10/2012 04:48:05:165 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:05:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100512401Recovered Amount :0.0
4 , 23/10/2012 04:48:05:165 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090736201
4 , 23/10/2012 04:48:05:165 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100512401Default Amount :119141.0
4 , 23/10/2012 04:48:05:165 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:181 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:181 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:181 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:181 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:181 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:181 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:181 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091030401
4 , 23/10/2012 04:48:05:181 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:181 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:181 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:181 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:196 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:196 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091946301
4 , 23/10/2012 04:48:05:196 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:196 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:196 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:196 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:196 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:05:196 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:196 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090734701
4 , 23/10/2012 04:48:05:196 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004801Oustanding Amount :100000.0
4 , 23/10/2012 04:48:05:196 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004801Approved Application Amount :100000.0
4 , 23/10/2012 04:48:05:212 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004801Claim Applied Amount :85000.0
4 , 23/10/2012 04:48:05:212 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004801Recovered Amount :0.0
4 , 23/10/2012 04:48:05:212 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004801Default Amount :25000.0
4 , 23/10/2012 04:48:05:212 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:05:212 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:212 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090751101
4 , 23/10/2012 04:48:05:212 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:212 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:212 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:212 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091822701
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091617201
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:228 , ClaimAction , displayClaimApproval() , memId :000100190000
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI100526301
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090274401
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:243 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:243 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100101701Oustanding Amount :41943.0
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:243 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100101701Approved Application Amount :50000.0
4 , 23/10/2012 04:48:05:243 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:05:259 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100101701Claim Applied Amount :31402.0
4 , 23/10/2012 04:48:05:259 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100448001
4 , 23/10/2012 04:48:05:259 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100101701Recovered Amount :0.0
4 , 23/10/2012 04:48:05:259 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:259 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100101701Default Amount :100000.0
4 , 23/10/2012 04:48:05:259 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:259 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:259 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:259 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:259 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:259 , ClaimAction , displayClaimApproval() , memId :000100600000
4 , 23/10/2012 04:48:05:259 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UT100059601
4 , 23/10/2012 04:48:05:259 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:259 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:274 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:274 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:274 , ClaimAction , displayClaimApproval() , memId :002500270000
4 , 23/10/2012 04:48:05:274 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KA101373501
4 , 23/10/2012 04:48:05:274 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:274 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:274 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:274 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069001Oustanding Amount :300000.0
4 , 23/10/2012 04:48:05:274 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:274 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069001Approved Application Amount :300000.0
4 , 23/10/2012 04:48:05:274 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:274 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069001Claim Applied Amount :300000.0
4 , 23/10/2012 04:48:05:274 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:05:274 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069001Recovered Amount :0.0
4 , 23/10/2012 04:48:05:290 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090784201
4 , 23/10/2012 04:48:05:290 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069001Default Amount :100000.0
4 , 23/10/2012 04:48:05:290 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:290 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:290 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:290 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:290 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:290 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:306 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:48:05:306 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100108701
4 , 23/10/2012 04:48:05:306 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:306 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:306 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:306 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:306 , ClaimAction , displayClaimApproval() , memId :000400330000
4 , 23/10/2012 04:48:05:306 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE100861601
4 , 23/10/2012 04:48:05:306 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:321 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:321 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:321 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:321 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:321 , ClaimAction , displayClaimApproval() , memId :000100300000
4 , 23/10/2012 04:48:05:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590901Oustanding Amount :50000.0
4 , 23/10/2012 04:48:05:321 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KA090010201
4 , 23/10/2012 04:48:05:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590901Approved Application Amount :50000.0
4 , 23/10/2012 04:48:05:321 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590901Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:337 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590901Recovered Amount :0.0
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:337 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590901Default Amount :41943.0
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:337 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:05:337 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090044501
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:337 , ClaimAction , displayClaimApproval() , memId :001400030000
4 , 23/10/2012 04:48:05:352 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101878401
4 , 23/10/2012 04:48:05:352 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:352 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:352 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619201Oustanding Amount :60000.0
4 , 23/10/2012 04:48:05:352 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:352 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619201Approved Application Amount :60000.0
4 , 23/10/2012 04:48:05:352 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:352 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619201Claim Applied Amount :51000.0
4 , 23/10/2012 04:48:05:352 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:352 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619201Recovered Amount :0.0
4 , 23/10/2012 04:48:05:352 , ClaimAction , displayClaimApproval() , memId :002500430000
4 , 23/10/2012 04:48:05:352 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619201Default Amount :300000.0
4 , 23/10/2012 04:48:05:352 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MP100008001
4 , 23/10/2012 04:48:05:352 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:352 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:368 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , memId :001500280000
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100399401
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:368 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090717901
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , ###################
