4 , 22/10/2012 07:01:10:932 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:33:642 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:33:645 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491401Oustanding Amount :50000.0
4 , 22/10/2012 07:02:33:648 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491401Approved Application Amount :50000.0
4 , 22/10/2012 07:02:33:651 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491401Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:33:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491401Recovered Amount :0.0
4 , 22/10/2012 07:02:33:656 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090491401Default Amount :200000.0
4 , 22/10/2012 07:02:33:659 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:33:662 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:33:726 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:33:729 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091702601Oustanding Amount :60000.0
4 , 22/10/2012 07:02:33:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091702601Approved Application Amount :60000.0
4 , 22/10/2012 07:02:33:734 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091702601Claim Applied Amount :51000.0
4 , 22/10/2012 07:02:33:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091702601Recovered Amount :0.0
4 , 22/10/2012 07:02:33:739 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091702601Default Amount :50000.0
4 , 22/10/2012 07:02:33:741 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:33:743 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:33:809 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:33:812 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291701Oustanding Amount :60000.0
4 , 22/10/2012 07:02:33:815 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291701Approved Application Amount :60000.0
4 , 22/10/2012 07:02:33:819 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291701Claim Applied Amount :51000.0
4 , 22/10/2012 07:02:33:822 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291701Recovered Amount :0.0
4 , 22/10/2012 07:02:33:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091291701Default Amount :60000.0
4 , 22/10/2012 07:02:33:827 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:33:830 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:33:905 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:33:908 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600501Oustanding Amount :50000.0
4 , 22/10/2012 07:02:33:910 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600501Approved Application Amount :50000.0
4 , 22/10/2012 07:02:33:913 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600501Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:33:919 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600501Recovered Amount :0.0
4 , 22/10/2012 07:02:33:922 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600501Default Amount :60000.0
4 , 22/10/2012 07:02:33:924 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:33:927 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:33:995 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:33:998 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091827201Oustanding Amount :60000.0
4 , 22/10/2012 07:02:34:001 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091827201Approved Application Amount :60000.0
4 , 22/10/2012 07:02:34:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091827201Claim Applied Amount :51000.0
4 , 22/10/2012 07:02:34:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091827201Recovered Amount :0.0
4 , 22/10/2012 07:02:34:008 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091827201Default Amount :50000.0
4 , 22/10/2012 07:02:34:011 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:013 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:079 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:082 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101602501Oustanding Amount :100000.0
4 , 22/10/2012 07:02:34:085 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101602501Approved Application Amount :100000.0
4 , 22/10/2012 07:02:34:088 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101602501Claim Applied Amount :85000.0
4 , 22/10/2012 07:02:34:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101602501Recovered Amount :0.0
4 , 22/10/2012 07:02:34:093 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101602501Default Amount :60000.0
4 , 22/10/2012 07:02:34:094 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:095 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:164 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:167 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100755601Oustanding Amount :1000000.0
4 , 22/10/2012 07:02:34:170 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100755601Approved Application Amount :1000000.0
4 , 22/10/2012 07:02:34:172 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100755601Claim Applied Amount :1000000.0
4 , 22/10/2012 07:02:34:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100755601Recovered Amount :0.0
4 , 22/10/2012 07:02:34:178 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100755601Default Amount :100000.0
4 , 22/10/2012 07:02:34:181 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:183 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:252 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:255 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163101Oustanding Amount :50000.0
4 , 22/10/2012 07:02:34:258 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163101Approved Application Amount :50000.0
4 , 22/10/2012 07:02:34:264 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163101Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:34:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163101Recovered Amount :0.0
4 , 22/10/2012 07:02:34:270 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163101Default Amount :1000000.0
4 , 22/10/2012 07:02:34:273 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:274 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:336 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:339 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102042101Oustanding Amount :50000.0
4 , 22/10/2012 07:02:34:342 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102042101Approved Application Amount :50000.0
4 , 22/10/2012 07:02:34:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102042101Claim Applied Amount :50000.0
4 , 22/10/2012 07:02:34:348 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102042101Recovered Amount :0.0
4 , 22/10/2012 07:02:34:351 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102042101Default Amount :50000.0
4 , 22/10/2012 07:02:34:354 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:356 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:428 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:431 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Oustanding Amount :50000.0
4 , 22/10/2012 07:02:34:434 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Approved Application Amount :50000.0
4 , 22/10/2012 07:02:34:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:34:439 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Recovered Amount :0.0
4 , 22/10/2012 07:02:34:442 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Default Amount :50000.0
4 , 22/10/2012 07:02:34:445 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:448 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:525 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:527 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Oustanding Amount :339000.0
4 , 22/10/2012 07:02:34:528 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Approved Application Amount :339000.0
4 , 22/10/2012 07:02:34:529 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Claim Applied Amount :288150.0
4 , 22/10/2012 07:02:34:530 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Recovered Amount :0.0
4 , 22/10/2012 07:02:34:531 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Default Amount :50000.0
4 , 22/10/2012 07:02:34:532 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:533 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:603 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:606 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Oustanding Amount :1361935.0
4 , 22/10/2012 07:02:34:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Approved Application Amount :1400000.0
4 , 22/10/2012 07:02:34:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Claim Applied Amount :1361935.0
4 , 22/10/2012 07:02:34:615 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Recovered Amount :0.0
4 , 22/10/2012 07:02:34:617 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Default Amount :339000.0
4 , 22/10/2012 07:02:34:620 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:623 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:689 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:692 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Oustanding Amount :16500.0
4 , 22/10/2012 07:02:34:695 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Approved Application Amount :16500.0
4 , 22/10/2012 07:02:34:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Claim Applied Amount :16500.0
4 , 22/10/2012 07:02:34:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Recovered Amount :0.0
4 , 22/10/2012 07:02:34:703 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Default Amount :1361935.0
4 , 22/10/2012 07:02:34:706 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:709 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:774 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:777 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Oustanding Amount :40384.0
4 , 22/10/2012 07:02:34:780 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Approved Application Amount :50000.0
4 , 22/10/2012 07:02:34:783 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Claim Applied Amount :22200.0
4 , 22/10/2012 07:02:34:785 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Recovered Amount :0.0
4 , 22/10/2012 07:02:34:787 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Default Amount :16500.0
4 , 22/10/2012 07:02:34:790 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:792 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:869 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:872 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Oustanding Amount :22848.0
4 , 22/10/2012 07:02:34:875 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Approved Application Amount :40000.0
4 , 22/10/2012 07:02:34:878 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Claim Applied Amount :22848.0
4 , 22/10/2012 07:02:34:880 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Recovered Amount :0.0
4 , 22/10/2012 07:02:34:883 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Default Amount :40384.0
4 , 22/10/2012 07:02:34:886 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:889 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:34:956 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:34:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Oustanding Amount :110000.0
4 , 22/10/2012 07:02:34:962 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Approved Application Amount :110000.0
4 , 22/10/2012 07:02:34:964 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Claim Applied Amount :110000.0
4 , 22/10/2012 07:02:34:967 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Recovered Amount :0.0
4 , 22/10/2012 07:02:34:970 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Default Amount :22848.0
4 , 22/10/2012 07:02:34:973 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:34:975 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:043 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Oustanding Amount :3416819.0
4 , 22/10/2012 07:02:35:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Approved Application Amount :4388000.0
4 , 22/10/2012 07:02:35:051 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Claim Applied Amount :2678128.0
4 , 22/10/2012 07:02:35:054 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Recovered Amount :0.0
4 , 22/10/2012 07:02:35:056 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Default Amount :110000.0
4 , 22/10/2012 07:02:35:059 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:061 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:128 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:131 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Oustanding Amount :648274.0
4 , 22/10/2012 07:02:35:134 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Approved Application Amount :1439000.0
4 , 22/10/2012 07:02:35:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Claim Applied Amount :516278.0
4 , 22/10/2012 07:02:35:140 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Recovered Amount :0.0
4 , 22/10/2012 07:02:35:142 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Default Amount :3416819.0
4 , 22/10/2012 07:02:35:144 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:145 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:211 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:213 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Oustanding Amount :46121.0
4 , 22/10/2012 07:02:35:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Approved Application Amount :50000.0
4 , 22/10/2012 07:02:35:219 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Claim Applied Amount :39308.0
4 , 22/10/2012 07:02:35:222 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Recovered Amount :0.0
4 , 22/10/2012 07:02:35:224 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Default Amount :648274.0
4 , 22/10/2012 07:02:35:227 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:230 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:294 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:297 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Oustanding Amount :116530.0
4 , 22/10/2012 07:02:35:299 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Approved Application Amount :116530.0
4 , 22/10/2012 07:02:35:302 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Claim Applied Amount :95042.0
4 , 22/10/2012 07:02:35:305 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Recovered Amount :0.0
4 , 22/10/2012 07:02:35:307 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Default Amount :46121.0
4 , 22/10/2012 07:02:35:310 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:313 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:379 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:381 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Oustanding Amount :250842.0
4 , 22/10/2012 07:02:35:384 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Approved Application Amount :280000.0
4 , 22/10/2012 07:02:35:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Claim Applied Amount :197792.0
4 , 22/10/2012 07:02:35:390 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Recovered Amount :0.0
4 , 22/10/2012 07:02:35:393 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Default Amount :116530.0
4 , 22/10/2012 07:02:35:396 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:398 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:462 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:465 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Oustanding Amount :6660.0
4 , 22/10/2012 07:02:35:468 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Approved Application Amount :6900.0
4 , 22/10/2012 07:02:35:470 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Claim Applied Amount :5045.0
4 , 22/10/2012 07:02:35:473 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Recovered Amount :0.0
4 , 22/10/2012 07:02:35:476 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Default Amount :250842.0
4 , 22/10/2012 07:02:35:478 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:481 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:546 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:548 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Oustanding Amount :180000.0
4 , 22/10/2012 07:02:35:551 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Approved Application Amount :180000.0
4 , 22/10/2012 07:02:35:554 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Claim Applied Amount :135000.0
4 , 22/10/2012 07:02:35:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Recovered Amount :0.0
4 , 22/10/2012 07:02:35:559 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Default Amount :6660.0
4 , 22/10/2012 07:02:35:562 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:564 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:630 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:633 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Oustanding Amount :38959.0
4 , 22/10/2012 07:02:35:636 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Approved Application Amount :45000.0
4 , 22/10/2012 07:02:35:638 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Claim Applied Amount :21967.0
4 , 22/10/2012 07:02:35:641 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Recovered Amount :0.0
4 , 22/10/2012 07:02:35:647 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Default Amount :180000.0
4 , 22/10/2012 07:02:35:649 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:652 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:720 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:723 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Oustanding Amount :37500.0
4 , 22/10/2012 07:02:35:726 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Approved Application Amount :37500.0
4 , 22/10/2012 07:02:35:729 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Claim Applied Amount :37500.0
4 , 22/10/2012 07:02:35:731 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Recovered Amount :0.0
4 , 22/10/2012 07:02:35:734 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Default Amount :38959.0
4 , 22/10/2012 07:02:35:738 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:741 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:814 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:817 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Oustanding Amount :950000.0
4 , 22/10/2012 07:02:35:820 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Approved Application Amount :950000.0
4 , 22/10/2012 07:02:35:823 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Claim Applied Amount :597621.0
4 , 22/10/2012 07:02:35:826 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Recovered Amount :0.0
4 , 22/10/2012 07:02:35:828 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Default Amount :37500.0
4 , 22/10/2012 07:02:35:831 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:833 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:910 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:913 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Oustanding Amount :44621.0
4 , 22/10/2012 07:02:35:916 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Approved Application Amount :50000.0
4 , 22/10/2012 07:02:35:918 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Claim Applied Amount :37500.0
4 , 22/10/2012 07:02:35:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Recovered Amount :0.0
