4 , 23/10/2012 04:48:07:630 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:34:385 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100174001Claim Applied Amount :85000.0
4 , 23/10/2012 04:48:34:385 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100174001Recovered Amount :0.0
4 , 23/10/2012 04:48:34:385 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100174001Default Amount :70000.0
4 , 23/10/2012 04:48:34:385 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:385 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:416 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:416 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091534801Oustanding Amount :50000.0
4 , 23/10/2012 04:48:34:416 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091534801Approved Application Amount :50000.0
4 , 23/10/2012 04:48:34:416 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091534801Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:34:416 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091534801Recovered Amount :0.0
4 , 23/10/2012 04:48:34:416 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091534801Default Amount :25000.0
4 , 23/10/2012 04:48:34:416 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:431 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:447 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:447 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511801Oustanding Amount :60000.0
4 , 23/10/2012 04:48:34:447 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511801Approved Application Amount :60000.0
4 , 23/10/2012 04:48:34:447 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511801Claim Applied Amount :51000.0
4 , 23/10/2012 04:48:34:447 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511801Recovered Amount :0.0
4 , 23/10/2012 04:48:34:463 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511801Default Amount :100000.0
4 , 23/10/2012 04:48:34:463 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:463 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:478 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:478 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091190401Oustanding Amount :60000.0
4 , 23/10/2012 04:48:34:494 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091190401Approved Application Amount :60000.0
4 , 23/10/2012 04:48:34:494 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091190401Claim Applied Amount :51000.0
4 , 23/10/2012 04:48:34:494 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091190401Recovered Amount :0.0
4 , 23/10/2012 04:48:34:494 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091190401Default Amount :50000.0
4 , 23/10/2012 04:48:34:494 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:494 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:525 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:525 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091602601Oustanding Amount :50000.0
4 , 23/10/2012 04:48:34:525 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091602601Approved Application Amount :50000.0
4 , 23/10/2012 04:48:34:541 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091602601Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:34:541 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091602601Recovered Amount :0.0
4 , 23/10/2012 04:48:34:541 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091602601Default Amount :60000.0
4 , 23/10/2012 04:48:34:541 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:541 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:556 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:556 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091110801Oustanding Amount :50000.0
4 , 23/10/2012 04:48:34:556 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091110801Approved Application Amount :50000.0
4 , 23/10/2012 04:48:34:556 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091110801Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:34:556 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091110801Recovered Amount :0.0
4 , 23/10/2012 04:48:34:572 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091110801Default Amount :60000.0
4 , 23/10/2012 04:48:34:572 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:572 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:603 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100921801Oustanding Amount :45368.0
4 , 23/10/2012 04:48:34:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100921801Approved Application Amount :50000.0
4 , 23/10/2012 04:48:34:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100921801Claim Applied Amount :38562.0
4 , 23/10/2012 04:48:34:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100921801Recovered Amount :0.0
4 , 23/10/2012 04:48:34:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100921801Default Amount :50000.0
4 , 23/10/2012 04:48:34:603 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:603 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:634 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:634 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091175501Oustanding Amount :50000.0
4 , 23/10/2012 04:48:34:634 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091175501Approved Application Amount :50000.0
4 , 23/10/2012 04:48:34:634 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091175501Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:34:634 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091175501Recovered Amount :0.0
4 , 23/10/2012 04:48:34:634 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091175501Default Amount :50000.0
4 , 23/10/2012 04:48:34:634 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:650 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:665 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091255601Oustanding Amount :50000.0
4 , 23/10/2012 04:48:34:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091255601Approved Application Amount :50000.0
4 , 23/10/2012 04:48:34:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091255601Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:34:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091255601Recovered Amount :0.0
4 , 23/10/2012 04:48:34:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091255601Default Amount :45368.0
4 , 23/10/2012 04:48:34:697 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:697 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:728 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI080055501Oustanding Amount :200000.0
4 , 23/10/2012 04:48:34:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI080055501Approved Application Amount :200000.0
4 , 23/10/2012 04:48:34:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI080055501Claim Applied Amount :150000.0
4 , 23/10/2012 04:48:34:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI080055501Recovered Amount :0.0
4 , 23/10/2012 04:48:34:728 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI080055501Default Amount :50000.0
4 , 23/10/2012 04:48:34:728 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:743 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:759 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:759 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100489101Oustanding Amount :150000.0
4 , 23/10/2012 04:48:34:759 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100489101Approved Application Amount :150000.0
4 , 23/10/2012 04:48:34:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100489101Claim Applied Amount :112500.0
4 , 23/10/2012 04:48:34:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100489101Recovered Amount :0.0
4 , 23/10/2012 04:48:34:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100489101Default Amount :50000.0
4 , 23/10/2012 04:48:34:775 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:775 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:790 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:790 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091840901Oustanding Amount :50000.0
4 , 23/10/2012 04:48:34:806 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091840901Approved Application Amount :50000.0
4 , 23/10/2012 04:48:34:806 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091840901Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:34:806 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091840901Recovered Amount :0.0
4 , 23/10/2012 04:48:34:806 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091840901Default Amount :200000.0
4 , 23/10/2012 04:48:34:806 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:806 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:853 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090999401Oustanding Amount :35723.0
4 , 23/10/2012 04:48:34:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090999401Approved Application Amount :50000.0
4 , 23/10/2012 04:48:34:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090999401Claim Applied Amount :30383.0
4 , 23/10/2012 04:48:34:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090999401Recovered Amount :0.0
4 , 23/10/2012 04:48:34:853 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090999401Default Amount :150000.0
4 , 23/10/2012 04:48:34:853 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:868 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:868 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:868 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101617001Oustanding Amount :68464.0
4 , 23/10/2012 04:48:34:884 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101617001Approved Application Amount :75000.0
4 , 23/10/2012 04:48:34:884 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101617001Claim Applied Amount :58195.0
4 , 23/10/2012 04:48:34:884 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101617001Recovered Amount :0.0
4 , 23/10/2012 04:48:34:884 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101617001Default Amount :50000.0
4 , 23/10/2012 04:48:34:884 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:884 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:931 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619301Oustanding Amount :80000.0
4 , 23/10/2012 04:48:34:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619301Approved Application Amount :80000.0
4 , 23/10/2012 04:48:34:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619301Claim Applied Amount :68000.0
4 , 23/10/2012 04:48:34:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619301Recovered Amount :0.0
4 , 23/10/2012 04:48:34:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091619301Default Amount :35723.0
4 , 23/10/2012 04:48:34:931 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:931 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:946 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:946 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090720701Oustanding Amount :50000.0
4 , 23/10/2012 04:48:34:962 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090720701Approved Application Amount :50000.0
4 , 23/10/2012 04:48:34:962 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090720701Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:34:962 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090720701Recovered Amount :0.0
4 , 23/10/2012 04:48:34:962 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090720701Default Amount :68464.0
4 , 23/10/2012 04:48:34:962 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:34:962 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:34:993 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:34:993 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101608001Oustanding Amount :42489.0
4 , 23/10/2012 04:48:35:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101608001Approved Application Amount :70000.0
4 , 23/10/2012 04:48:35:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101608001Claim Applied Amount :36134.0
4 , 23/10/2012 04:48:35:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101608001Recovered Amount :0.0
4 , 23/10/2012 04:48:35:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101608001Default Amount :80000.0
4 , 23/10/2012 04:48:35:009 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:009 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:024 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512501Oustanding Amount :60000.0
4 , 23/10/2012 04:48:35:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512501Approved Application Amount :60000.0
4 , 23/10/2012 04:48:35:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512501Claim Applied Amount :51000.0
4 , 23/10/2012 04:48:35:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512501Recovered Amount :0.0
4 , 23/10/2012 04:48:35:024 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101512501Default Amount :50000.0
4 , 23/10/2012 04:48:35:024 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:040 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:071 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:071 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101609901Oustanding Amount :30000.0
4 , 23/10/2012 04:48:35:071 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101609901Approved Application Amount :30000.0
4 , 23/10/2012 04:48:35:071 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101609901Claim Applied Amount :25500.0
4 , 23/10/2012 04:48:35:071 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101609901Recovered Amount :0.0
4 , 23/10/2012 04:48:35:071 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101609901Default Amount :42489.0
4 , 23/10/2012 04:48:35:071 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:087 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:102 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:102 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101506101Oustanding Amount :50000.0
4 , 23/10/2012 04:48:35:102 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101506101Approved Application Amount :50000.0
4 , 23/10/2012 04:48:35:102 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101506101Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:35:102 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101506101Recovered Amount :0.0
4 , 23/10/2012 04:48:35:102 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101506101Default Amount :60000.0
4 , 23/10/2012 04:48:35:102 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:102 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:149 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:149 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091538401Oustanding Amount :38306.0
4 , 23/10/2012 04:48:35:149 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091538401Approved Application Amount :50000.0
4 , 23/10/2012 04:48:35:149 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091538401Claim Applied Amount :25500.0
4 , 23/10/2012 04:48:35:149 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091538401Recovered Amount :0.0
4 , 23/10/2012 04:48:35:149 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091538401Default Amount :30000.0
4 , 23/10/2012 04:48:35:149 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:149 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:180 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:180 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769801Oustanding Amount :51000.0
4 , 23/10/2012 04:48:35:180 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769801Approved Application Amount :51000.0
4 , 23/10/2012 04:48:35:180 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769801Claim Applied Amount :43350.0
4 , 23/10/2012 04:48:35:180 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769801Recovered Amount :0.0
4 , 23/10/2012 04:48:35:196 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090769801Default Amount :50000.0
4 , 23/10/2012 04:48:35:196 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:196 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:227 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:227 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100662201Oustanding Amount :95000.0
4 , 23/10/2012 04:48:35:227 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100662201Approved Application Amount :95000.0
4 , 23/10/2012 04:48:35:227 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100662201Claim Applied Amount :66509.0
4 , 23/10/2012 04:48:35:227 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100662201Recovered Amount :0.0
4 , 23/10/2012 04:48:35:243 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100662201Default Amount :38306.0
4 , 23/10/2012 04:48:35:243 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:243 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:274 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:274 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102652101Oustanding Amount :200000.0
4 , 23/10/2012 04:48:35:274 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102652101Approved Application Amount :200000.0
4 , 23/10/2012 04:48:35:274 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102652101Claim Applied Amount :150000.0
4 , 23/10/2012 04:48:35:274 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102652101Recovered Amount :0.0
4 , 23/10/2012 04:48:35:274 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102652101Default Amount :51000.0
4 , 23/10/2012 04:48:35:274 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:274 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:321 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091585301Oustanding Amount :45000.0
4 , 23/10/2012 04:48:35:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091585301Approved Application Amount :45000.0
4 , 23/10/2012 04:48:35:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091585301Claim Applied Amount :38250.0
4 , 23/10/2012 04:48:35:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091585301Recovered Amount :0.0
4 , 23/10/2012 04:48:35:336 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091585301Default Amount :95000.0
4 , 23/10/2012 04:48:35:336 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:336 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:352 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:352 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110234001Oustanding Amount :304720.0
4 , 23/10/2012 04:48:35:352 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110234001Approved Application Amount :339000.0
4 , 23/10/2012 04:48:35:352 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110234001Claim Applied Amount :228540.0
4 , 23/10/2012 04:48:35:367 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110234001Recovered Amount :0.0
4 , 23/10/2012 04:48:35:367 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110234001Default Amount :200000.0
4 , 23/10/2012 04:48:35:367 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:367 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:399 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:35:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090076801Oustanding Amount :40000.0
4 , 23/10/2012 04:48:35:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090076801Approved Application Amount :40000.0
4 , 23/10/2012 04:48:35:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090076801Claim Applied Amount :34000.0
4 , 23/10/2012 04:48:35:414 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090076801Recovered Amount :0.0
4 , 23/10/2012 04:48:35:414 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090076801Default Amount :45000.0
4 , 23/10/2012 04:48:35:414 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:35:414 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:35:445 , CPDAO , isRecoveryDetailsAvailable() , Exited!
