4 , 23/10/2012 04:46:14:185 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:622 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:669 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:669 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568501Oustanding Amount :70722.0
4 , 23/10/2012 04:46:43:669 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:669 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568501Approved Application Amount :90000.0
4 , 23/10/2012 04:46:43:685 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Oustanding Amount :25000.0
4 , 23/10/2012 04:46:43:685 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568501Claim Applied Amount :45548.1
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Approved Application Amount :25000.0
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100023001Oustanding Amount :900000.0
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568501Recovered Amount :0.0
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Claim Applied Amount :21250.0
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100023001Approved Application Amount :900000.0
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568501Default Amount :279173.12
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Recovered Amount :0.0
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100023001Claim Applied Amount :900000.0
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090658001Default Amount :50000.0
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100023001Recovered Amount :0.0
4 , 23/10/2012 04:46:43:700 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:700 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100023001Default Amount :100000.0
4 , 23/10/2012 04:46:43:716 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:716 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:716 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:778 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:778 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102216901Oustanding Amount :1577743.0
4 , 23/10/2012 04:46:43:778 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:778 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102216901Approved Application Amount :2500000.0
4 , 23/10/2012 04:46:43:794 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Oustanding Amount :25000.0
4 , 23/10/2012 04:46:43:794 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:794 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102216901Claim Applied Amount :1198720.0
4 , 23/10/2012 04:46:43:794 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Approved Application Amount :25000.0
4 , 23/10/2012 04:46:43:794 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Oustanding Amount :50000.0
4 , 23/10/2012 04:46:43:810 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102216901Recovered Amount :0.0
4 , 23/10/2012 04:46:43:810 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Claim Applied Amount :21250.0
4 , 23/10/2012 04:46:43:810 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Approved Application Amount :50000.0
4 , 23/10/2012 04:46:43:810 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102216901Default Amount :70722.0
4 , 23/10/2012 04:46:43:810 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Recovered Amount :0.0
4 , 23/10/2012 04:46:43:810 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:43:825 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091004601Default Amount :25000.0
4 , 23/10/2012 04:46:43:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Recovered Amount :0.0
4 , 23/10/2012 04:46:43:825 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:825 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Default Amount :900000.0
4 , 23/10/2012 04:46:43:825 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:825 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:825 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:872 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:888 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091220601Oustanding Amount :50000.0
4 , 23/10/2012 04:46:43:888 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091220601Approved Application Amount :50000.0
4 , 23/10/2012 04:46:43:888 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091220601Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:43:888 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:903 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091220601Recovered Amount :0.0
4 , 23/10/2012 04:46:43:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091269601Oustanding Amount :25000.0
4 , 23/10/2012 04:46:43:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Oustanding Amount :50000.0
4 , 23/10/2012 04:46:43:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091220601Default Amount :1577743.0
4 , 23/10/2012 04:46:43:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091269601Approved Application Amount :25000.0
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Approved Application Amount :50000.0
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091269601Claim Applied Amount :21250.0
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:43:919 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091269601Recovered Amount :0.0
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Recovered Amount :0.0
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091269601Default Amount :50000.0
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091656101Default Amount :25000.0
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:919 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:43:934 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:934 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:43:997 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:997 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:43:997 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529801Oustanding Amount :50000.0
4 , 23/10/2012 04:46:44:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Oustanding Amount :50000.0
4 , 23/10/2012 04:46:44:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070801Oustanding Amount :500000.0
4 , 23/10/2012 04:46:44:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529801Approved Application Amount :50000.0
4 , 23/10/2012 04:46:44:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Approved Application Amount :50000.0
4 , 23/10/2012 04:46:44:012 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070801Approved Application Amount :500000.0
4 , 23/10/2012 04:46:44:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529801Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:44:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:44:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070801Claim Applied Amount :500000.0
4 , 23/10/2012 04:46:44:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529801Recovered Amount :0.0
4 , 23/10/2012 04:46:44:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Recovered Amount :0.0
4 , 23/10/2012 04:46:44:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070801Recovered Amount :0.0
4 , 23/10/2012 04:46:44:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091529801Default Amount :50000.0
4 , 23/10/2012 04:46:44:044 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179001Default Amount :50000.0
4 , 23/10/2012 04:46:44:044 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080070801Default Amount :25000.0
4 , 23/10/2012 04:46:44:044 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:044 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:044 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:044 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:044 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:044 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:106 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:106 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678901Oustanding Amount :50000.0
4 , 23/10/2012 04:46:44:122 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678901Approved Application Amount :50000.0
4 , 23/10/2012 04:46:44:122 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100120701Oustanding Amount :25000.0
4 , 23/10/2012 04:46:44:122 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678901Claim Applied Amount :41650.0
4 , 23/10/2012 04:46:44:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Oustanding Amount :45364.0
4 , 23/10/2012 04:46:44:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100120701Approved Application Amount :25000.0
4 , 23/10/2012 04:46:44:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678901Recovered Amount :0.0
4 , 23/10/2012 04:46:44:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Approved Application Amount :132000.0
4 , 23/10/2012 04:46:44:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100120701Claim Applied Amount :25000.0
4 , 23/10/2012 04:46:44:137 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678901Default Amount :50000.0
4 , 23/10/2012 04:46:44:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Claim Applied Amount :64078.0
4 , 23/10/2012 04:46:44:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100120701Recovered Amount :0.0
4 , 23/10/2012 04:46:44:153 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Recovered Amount :0.0
4 , 23/10/2012 04:46:44:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100120701Default Amount :500000.0
4 , 23/10/2012 04:46:44:153 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090470701Default Amount :50000.0
4 , 23/10/2012 04:46:44:153 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:153 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:153 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:153 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:231 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:231 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:231 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100175601Oustanding Amount :80000.0
4 , 23/10/2012 04:46:44:246 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090051701Oustanding Amount :25000.0
4 , 23/10/2012 04:46:44:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100175601Approved Application Amount :80000.0
4 , 23/10/2012 04:46:44:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101003701Oustanding Amount :50000.0
4 , 23/10/2012 04:46:44:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090051701Approved Application Amount :25000.0
4 , 23/10/2012 04:46:44:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100175601Claim Applied Amount :68000.0
4 , 23/10/2012 04:46:44:246 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101003701Approved Application Amount :50000.0
4 , 23/10/2012 04:46:44:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090051701Claim Applied Amount :21250.0
4 , 23/10/2012 04:46:44:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100175601Recovered Amount :0.0
4 , 23/10/2012 04:46:44:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101003701Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:44:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090051701Recovered Amount :0.0
4 , 23/10/2012 04:46:44:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100175601Default Amount :50000.0
4 , 23/10/2012 04:46:44:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101003701Recovered Amount :0.0
4 , 23/10/2012 04:46:44:278 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090051701Default Amount :25000.0
4 , 23/10/2012 04:46:44:278 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:278 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101003701Default Amount :45364.0
4 , 23/10/2012 04:46:44:278 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:278 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:278 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:278 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:278 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:340 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:356 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:356 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:356 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102162501Oustanding Amount :6895276.0
4 , 23/10/2012 04:46:44:356 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Oustanding Amount :50000.0
4 , 23/10/2012 04:46:44:356 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Oustanding Amount :50000.0
4 , 23/10/2012 04:46:44:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102162501Approved Application Amount :8000000.0
4 , 23/10/2012 04:46:44:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Approved Application Amount :50000.0
4 , 23/10/2012 04:46:44:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Approved Application Amount :50000.0
4 , 23/10/2012 04:46:44:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102162501Claim Applied Amount :6000000.0
4 , 23/10/2012 04:46:44:371 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:44:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:44:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102162501Recovered Amount :0.0
4 , 23/10/2012 04:46:44:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Recovered Amount :0.0
4 , 23/10/2012 04:46:44:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Recovered Amount :0.0
4 , 23/10/2012 04:46:44:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102162501Default Amount :80000.0
4 , 23/10/2012 04:46:44:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100498401Default Amount :50000.0
4 , 23/10/2012 04:46:44:402 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Default Amount :25000.0
4 , 23/10/2012 04:46:44:402 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:402 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:402 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:402 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:402 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:402 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:465 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:465 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091644001Oustanding Amount :50000.0
4 , 23/10/2012 04:46:44:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091644001Approved Application Amount :50000.0
4 , 23/10/2012 04:46:44:480 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:480 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091644001Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:44:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE110273401Oustanding Amount :78600.0
4 , 23/10/2012 04:46:44:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Oustanding Amount :50000.0
4 , 23/10/2012 04:46:44:480 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091644001Recovered Amount :0.0
4 , 23/10/2012 04:46:44:496 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE110273401Approved Application Amount :90000.0
4 , 23/10/2012 04:46:44:496 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Approved Application Amount :50000.0
4 , 23/10/2012 04:46:44:496 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091644001Default Amount :6895276.0
4 , 23/10/2012 04:46:44:496 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE110273401Claim Applied Amount :76500.0
4 , 23/10/2012 04:46:44:496 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:44:496 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE110273401Recovered Amount :0.0
4 , 23/10/2012 04:46:44:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Recovered Amount :0.0
4 , 23/10/2012 04:46:44:512 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE110273401Default Amount :50000.0
4 , 23/10/2012 04:46:44:512 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090979301Default Amount :50000.0
4 , 23/10/2012 04:46:44:512 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:512 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:512 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:512 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:44:574 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:590 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431001Oustanding Amount :100000.0
4 , 23/10/2012 04:46:44:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811601Oustanding Amount :232000.0
4 , 23/10/2012 04:46:44:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431001Approved Application Amount :100000.0
4 , 23/10/2012 04:46:44:605 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:44:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811601Approved Application Amount :232000.0
4 , 23/10/2012 04:46:44:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431001Claim Applied Amount :396.0
4 , 23/10/2012 04:46:44:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE110273401Oustanding Amount :78600.0
4 , 23/10/2012 04:46:44:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811601Claim Applied Amount :174000.0
4 , 23/10/2012 04:46:44:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431001Recovered Amount :0.0
4 , 23/10/2012 04:46:44:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE110273401Approved Application Amount :90000.0
4 , 23/10/2012 04:46:44:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811601Recovered Amount :0.0
4 , 23/10/2012 04:46:44:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101431001Default Amount :50000.0
4 , 23/10/2012 04:46:44:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE110273401Claim Applied Amount :76500.0
4 , 23/10/2012 04:46:44:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101811601Default Amount :78600.0
4 , 23/10/2012 04:46:44:621 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:636 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE110273401Recovered Amount :0.0
4 , 23/10/2012 04:46:44:636 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:44:636 , CPDAO , isRecoveryDetailsAvailable() , Entered!
